time,step-size,{body}.body.encoder_left_output,{body}.body.encoder_right_output,{body}.body.robot_theta,{body}.body.robot_x,{body}.body.robot_y,{body}.body.robot_z,{controller}.controller.servoLeftVal,{controller}.controller.servoRightVal,{sensor}.sensor1.lf_1_sensor_fail_flag,{sensor}.sensor1.lf_1_sensor_position_x,{sensor}.sensor1.lf_1_sensor_position_y,{sensor}.sensor1.lf_1_sensor_reading,{sensor}.sensor2.lf_1_sensor_fail_flag,{sensor}.sensor2.lf_1_sensor_position_x,{sensor}.sensor2.lf_1_sensor_position_y,{sensor}.sensor2.lf_1_sensor_reading,{sensor}.sensor3.lf_1_sensor_fail_flag,{sensor}.sensor3.lf_1_sensor_position_x,{sensor}.sensor3.lf_1_sensor_position_y,{sensor}.sensor3.lf_1_sensor_reading,{sensor}.sensor4.lf_1_sensor_fail_flag,{sensor}.sensor4.lf_1_sensor_position_x,{sensor}.sensor4.lf_1_sensor_position_y,{sensor}.sensor4.lf_1_sensor_reading,{sensor}.sensor5.lf_1_sensor_fail_flag,{sensor}.sensor5.lf_1_sensor_position_x,{sensor}.sensor5.lf_1_sensor_position_y,{sensor}.sensor5.lf_1_sensor_reading
0.0,0.0,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.0,false,-0.02,0.065,1.0000000000000002,false,-0.01,0.065,0.0,false,0.0,0.065,0.0,false,0.01,0.065,1.0000000000000002,false,0.02,0.065,1.0000000000000002
0.01,0.01,0.0,0.0,0.785,0.0,0.0,0.0,1.0,-1.0,false,-0.060091402155192784,0.03184373387376067,144.00000000000003,false,-0.05301751946352079,0.038911985684814326,142.00000000000003,false,-0.04594363677184879,0.045980237495867986,144.00000000000003,false,-0.03886975408017679,0.053048489306921645,142.00000000000003,false,-0.031795871388504794,0.060116741117975304,144.00000000000003
0.02,0.01,0.0,0.0,0.785,-2.9343463658225633E-4,2.936683995341218E-4,0.0,1.0,-1.0,false,-0.060091402155192784,0.03184373387376067,206.00000000000006,false,-0.05301751946352079,0.038911985684814326,206.00000000000006,false,-0.04594363677184879,0.045980237495867986,206.00000000000006,false,-0.03886975408017679,0.053048489306921645,207.00000000000006,false,-0.031795871388504794,0.060116741117975304,207.00000000000006
0.03,0.01,0.0,0.0,0.785,-8.074348922261803E-4,8.080781304138884E-4,0.0,1.0,-1.0,false,-0.06038483679177504,0.03213740227329479,234.00000000000006,false,-0.053310954100103045,0.03920565408434845,233.00000000000006,false,-0.046237071408431044,0.04627390589540211,234.00000000000006,false,-0.03916318871675904,0.05334215770645577,233.00000000000006,false,-0.03208930602508705,0.06041040951750943,233.00000000000006
0.04,0.01,0.0,0.0,0.785,-0.0014627000732890874,0.001463865324572332,0.0,1.0,-1.0,false,-0.06089883704741896,0.03265181200417456,246.00000000000006,false,-0.05382495435574697,0.03972006381522822,246.00000000000006,false,-0.04675107166407497,0.04678831562628188,246.00000000000006,false,-0.039677188972402966,0.05385656743733554,245.00000000000006,false,-0.03260330628073097,0.060924819248389196,246.00000000000006
0.05,0.01,1.0,-1.0,0.785,-0.002230856627223048,0.0022326338258402334,0.0,1.0,-1.0,false,-0.06155410222848187,0.033307599198332996,251.00000000000006,false,-0.05448021953680988,0.040375851009386655,251.00000000000006,false,-0.04740633684513788,0.047444102820440315,251.00000000000006,false,-0.040332454153465876,0.054512354631493974,251.00000000000006,false,-0.03325857146179388,0.061580606442547633,250.00000000000006
0.060000000000000005,0.01,1.0,-1.0,0.785,-0.0030892330278780274,0.0030916940469315653,0.0,1.0,-1.0,false,-0.06232225878241583,0.0340763676996009,254.00000000000006,false,-0.05524837609074384,0.04114461951065456,254.00000000000006,false,-0.04817449339907184,0.04821287132170822,254.00000000000006,false,-0.041100610707399836,0.05528112313276188,254.00000000000006,false,-0.03402672801572784,0.06234937494381554,254.00000000000006
0.07,0.01,1.0,-1.0,0.785,-0.004019710781907256,0.004022913060509974,0.0,1.0,-1.0,false,-0.06318063518307081,0.034935427920692236,253.00000000000006,false,-0.05610675249139882,0.04200367973174589,254.00000000000006,false,-0.04903286979972682,0.049071931542799554,254.00000000000006,false,-0.04195898710805482,0.05614018335385321,254.00000000000006,false,-0.034885104416382824,0.06320843516490687,254.00000000000006
0.08,0.01,1.0,-1.0,0.785,-0.005007810060992643,0.005011799502988564,0.0,1.0,-1.0,false,-0.06411111293710003,0.03586664693427064,254.00000000000006,false,-0.05703723024542805,0.0429348987453243,255.00000000000006,false,-0.049963347553756046,0.05000315055637796,254.00000000000006,false,-0.042889464862084045,0.05707140236743162,254.00000000000006,false,-0.03581558217041205,0.06413965417848527,255.00000000000006
0.09,0.01,2.0,-2.0,0.785,-0.006041958963204571,0.006046772253751112,0.0,1.0,-1.0,false,-0.06509921221618542,0.03685553337674923,254.00000000000006,false,-0.05802532952451343,0.04392378518780289,254.00000000000006,false,-0.05095144683284143,0.05099203699885655,254.00000000000006,false,-0.04387756414116943,0.05806028880991021,254.00000000000006,false,-0.03680368144949744,0.06512854062096386,254.00000000000006
0.09999999999999999,0.01,2.0,-2.0,0.785,-0.007112909525699348,0.007118575982619521,0.0,1.0,-1.0,false,-0.06613336111839735,0.037890506127511776,254.00000000000006,false,-0.05905947842672536,0.044958757938565436,254.00000000000006,false,-0.05198559573505336,0.052027009749619095,254.00000000000006,false,-0.04491171304338136,0.059095261560672754,255.00000000000006,false,-0.037837830351709366,0.06616351337172642,255.00000000000006
0.10999999999999999,0.01,2.0,-2.0,0.785,-0.008213271017266283,0.00821981407060119,0.0,1.0,-1.0,false,-0.06720431168089214,0.03896230985638019,254.00000000000006,false,-0.060130428989220136,0.04603056166743385,254.00000000000006,false,-0.053056546297548135,0.05309881347848751,254.00000000000006,false,-0.045982663605876134,0.06016706528954117,254.00000000000006,false,-0.03890878091420414,0.06723531710059483,254.00000000000006
